id_arc;lstpoints;parent;highway;nomvoie;surface
821142683-1;[7667113682, 254053897];821142683;footway;;concrete
821142683-2;[254053897, 7667113681];821142683;footway;;concrete
821142684;[7260687853, 6480663685];821142684;path;;paving_stones
821509350;[6480663685, 7670962641];821509350;path;;paving_stones
821509351;[7670962642, 5487073241];821509351;path;;paving_stones
821513918-1;[7670993567, 7670993566];821513918;service;;
821513918-2;[7670993566, 7670993565];821513918;service;;
821513918-3;[7670993565, 7670993564];821513918;service;;
821513919;[7670993568, 7670993570];821513919;footway;;paving_stones
821513920-1;[7670993571, 7670993572];821513920;footway;;paving_stones
821513920-2;[7670993572, 7670993565];821513920;footway;;paving_stones
821513920-3;[7670993565, 7670993570];821513920;footway;;paving_stones
821513920-4;[7670993570, 7670993569];821513920;footway;;paving_stones
821513921;[7670993573, 7670993572];821513921;footway;;paving_stones
821513922-1;[7670993578, 7670993580];821513922;footway;;paving_stones
821513922-2;[7670993580, 7670993577];821513922;footway;;paving_stones
821513923;[7670993580, 7670993579];821513923;footway;;paving_stones
821513924;[7670993582, 7670993581];821513924;footway;;paving_stones
821513925-1;[7670993584, 7670993582];821513925;footway;;paving_stones
821513925-2;[7670993582, 7670993583];821513925;footway;;paving_stones
821513926-1;[7671011587, 7671011586];821513926;service;;asphalt
821513926-2;[7671011586, 7671011585];821513926;service;;asphalt
821513927-1;[7671011589, 7670993584];821513927;service;;paving_stones
821513927-2;[7670993584, 7593102622];821513927;service;;paving_stones
821513927-3;[7593102622, 7671011588];821513927;service;;paving_stones
821513928-1;[7671011592, 7671011591];821513928;service;;
821513928-2;[7671011591, 7671011590];821513928;service;;
821513929-1;[7671011593, 7671011595];821513929;service;;
821513929-2;[7671011595, 7671011594];821513929;service;;
821513930;[7671011605, 7671011602, 7671011601];821513930;footway;;
821513931-1;[7671011606, 7671011605];821513931;footway;;
821513931-2;[7671011605, 7671011604, 7671011603];821513931;footway;;
821513932-1;[7671011607, 7671011609];821513932;service;;
821513932-2;[7671011609, 7671011608];821513932;service;;
821513933-1;[7671011612, 7671011611];821513933;service;;
821513933-2;[7671011611, 7671011610];821513933;service;;
821513934-1;[7671011615, 4119145599];821513934;service;;
821513934-2;[4119145599, 7593306056];821513934;service;;
821513935;[7671011621, 7671011619];821513935;footway;;
821513936-1;[7671011622, 7671011621];821513936;footway;;
821513936-2;[7671011621, 7671011620];821513936;footway;;
821513937;[7671011624, 7671011623];821513937;footway;;
821513938-1;[7671011628, 7671011627];821513938;service;;
821513938-2;[7671011627, 7671011626];821513938;service;;
821513938-3;[7671011626, 7671011625];821513938;service;;
821513939;[7671011630, 7671011629];821513939;footway;;
821513940-1;[7671011637, 7671011634];821513940;service;;
821513940-2;[7671011634, 7671011636];821513940;service;;
821513940-3;[7671011636, 7671011635];821513940;service;;
821513941;[7671011639, 7671011638];821513941;footway;;
821513942-1;[7671011642, 7671011641, 7671011639];821513942;footway;;
821513942-2;[7671011639, 7671011640, 7671011634];821513942;footway;;
821513942-3;[7671011634, 7671011624];821513942;footway;;
821513942-4;[7671011624, 7671011633, 7671011627];821513942;footway;;
821513942-5;[7671011627, 7671011632, 7671011630];821513942;footway;;
821513942-6;[7671011630, 7671011631];821513942;footway;;
821513943;[7671011646, 7671011645];821513943;footway;;
821513944-1;[7671011650, 7671011649, 7671011645];821513944;footway;;
821513944-2;[7671011645, 7671011648, 7671011647];821513944;footway;;
821514275;[7670991430, 7670991429, 5637083866];821514275;footway;;
824273656;[476283484, 7695922590, 7695922591, 476283464];824273656;residential;Rue de l'Adour;asphalt
832249518-1;[3563710441, 8792418554, 8792418555];832249518;cycleway;;concrete
832249518-2;[8792418555, 7770165933, 7770165939, 8792423836, 7770165938, 7770165937, 7770165935];832249518;cycleway;;concrete
835780586;[7801099352, 7801099351, 848724551, 5487050177];835780586;cycleway;;asphalt
837944278;[5763327579, 2133890184];837944278;path;;asphalt
837944779-1;[7820868073, 7820868072, 10143015158];837944779;footway;;sett
837944779-2;[10143015158, 10142982579];837944779;footway;;sett
837944779-3;[10142982579, 7820868071];837944779;footway;;sett
837944779-4;[7820868071, 7820868070];837944779;footway;;sett
837944779-5;[7820868070, 7820868069];837944779;footway;;sett
850040238;[7930570164, 7930570160];850040238;footway;;
850040239;[7930570161, 4868366899];850040239;footway;;paving_stones
850040240;[7930570163, 7930570162];850040240;footway;;
850040241-1;[4868366899, 7930570167, 10929128602, 7930570166, 10929144610];850040241;footway;;paving_stones
850040241-2;[10929144610, 7930570165, 7930570164];850040241;footway;;paving_stones
850040241-3;[7930570164, 7930570163];850040241;footway;;paving_stones
856272412;[7984101462, 7984101463];856272412;service;;
863483996;[8043795002, 1804838595];863483996;pedestrian;Passage des Cacolets;sett
864506786-1;[1806175499, 6285616026, 6285616025, 1806175538];864506786;cycleway;;asphalt
864506786-2;[1806175538, 1806175546];864506786;cycleway;;asphalt
864506786-3;[1806175546, 5487050135, 1806175463, 1806175594, 1806175508, 1806175536, 6285616024, 1806175559, 5487050136, 5487050137, 1806175437, 5487050138, 6021823355, 3585278126];864506786;cycleway;;asphalt
866276527;[8074523115, 8074523114];866276527;pedestrian;Impasse Gambetta;asphalt
868006907;[3150255634, 8090720299];868006907;living_street;Quai Amiral Antoine Sala;asphalt
871112343;[8114407787, 8114407786, 8114407785, 717877854];871112343;footway;;
871112345;[6924404894, 8114407788];871112345;footway;;
871112346;[8114407789, 6924404894];871112346;footway;;
871123327-1;[862952353, 5464276916];871123327;pedestrian;Rue de l'Esté;asphalt
871123327-2;[5464276916, 717877819, 862896639, 717877855, 8114491280, 8114491279];871123327;pedestrian;Rue de l'Esté;asphalt
871123327-3;[8114491279, 8114491278, 862979141, 863014512, 862899912, 8114491277, 8114491276, 862928896, 862952353];871123327;pedestrian;Rue de l'Esté;asphalt
871204756-1;[6212812015, 6212812014];871204756;service;;
871204756-2;[6212812014, 6212812007];871204756;service;;
871208903;[6290776021, 8115435681];871208903;footway;;
871208904;[8115435678, 3150254919];871208904;footway;;
871208905;[8115435676, 254933119];871208905;footway;Place Jeanne d'Albret;
871208906;[4504341856, 8115435716, 8115435676];871208906;pedestrian;Place Jeanne d'Albret;
871208907;[8115435681, 8115435677, 8115435680, 8115435679, 8115435678];871208907;footway;;
871208908-1;[863094420, 862977555, 863000931, 863066214, 862970789, 862930593, 862943587, 863084199, 862981199, 8115435687, 8115435678];871208908;pedestrian;Place Jeanne d'Albret;sett
871208908-2;[8115435678, 8115435686, 8115435685, 8115435715, 8115435684, 8115435683, 8115435682, 8115435714, 8115435676];871208908;pedestrian;Place Jeanne d'Albret;sett
871208908-3;[8115435676, 8115435713, 8115435712, 8115435711, 8115435710, 862915329, 863081787, 862918848, 862904786, 863121129, 8115435709, 8115435708, 8115435707, 8115435706, 8115435705, 4504341857];871208908;pedestrian;Place Jeanne d'Albret;sett
871208908-4;[4504341857, 8115435704, 8115435703, 8115435702, 862885878, 863030759, 863017696, 862966819, 863074352, 862902345, 8115435701, 862938023, 6828011442, 863099355, 8115435700, 8115435699, 8115435698, 8115435697, 8115435696, 8115435695];871208908;pedestrian;Place Jeanne d'Albret;sett
871208908-5;[8115435695, 8115435694, 8115435693, 8115435692, 8115435691, 8115435690, 8115435681];871208908;pedestrian;Place Jeanne d'Albret;sett
871208908-6;[8115435681, 8115435689, 8115435688, 863094420];871208908;pedestrian;Place Jeanne d'Albret;sett
871583272;[8090720300, 1808614383];871583272;living_street;Quai Amiral Antoine Sala;asphalt
871583391;[8118228774, 2441623391, 1808614383];871583391;living_street;Rue des Graouillats;asphalt
871584596-1;[1804849283, 2441623394];871584596;residential;Rue des Graouillats;
871584596-2;[2441623394, 8118228774];871584596;residential;Rue des Graouillats;
871585708;[1808614383, 11362806360, 2441623392, 3150255634];871585708;living_street;Quai Amiral Antoine Sala;asphalt
871586145;[8090720299, 254935706];871586145;residential;Quai Amiral Antoine Sala;asphalt
871588008;[5464276898, 1797271557];871588008;residential;Rue des Graouillats;asphalt
871590577-1;[255322838, 3150254926];871590577;residential;Quai Amiral Bergeret;asphalt
871590577-2;[3150254926, 1829846411];871590577;residential;Quai Amiral Bergeret;asphalt
871590580-1;[3150254926, 6280715096, 6280715095, 6280715092];871590580;footway;;compacted
871590580-2;[6280715092, 6280715094, 8118376346, 8118376345, 8118376344];871590580;footway;;compacted
874190046;[570056253, 8138561233];874190046;residential;Rue Albert Thomas;asphalt
874190047;[8138561237, 8138561232, 8138561231, 8138561230, 8138561229];874190047;residential;Rue Albert Thomas;asphalt
874190048;[8138561236, 8138561235, 8138561234, 8138561233];874190048;residential;Rue Albert Thomas;asphalt
874190049;[8138561233, 8138561237];874190049;residential;Rue Sergent Marcel Duhau;asphalt
875858283;[1831045170, 570763259, 8152001267];875858283;service;Rue Émile Betsellère;
876647148;[4404235581, 8158820944, 8158820945, 8158820946];876647148;service;;
884708903;[704988996, 3732013417, 704990065, 10781733743, 3554296010, 597626841];884708903;residential;Avenue Louise Darracq;
884708904;[704988995, 3554296006, 3732013415, 704988996];884708904;unclassified;Avenue Maurice Goalard;asphalt
884708905;[704988995, 595783456, 6015172775, 704988989, 8227615351, 6015172776, 595783457];884708905;residential;Avenue Maréchal Foch;asphalt
884708906-1;[388189757, 1887243220];884708906;residential;Avenue du 11 Novembre 1918;asphalt
884708906-2;[1887243220, 388189778];884708906;residential;Avenue du 11 Novembre 1918;asphalt
884708907;[254934188, 1455596341, 8227608020, 9558410726, 255322428];884708907;secondary;Boulevard Alsace-Lorraine;asphalt
884708908-1;[5464276909, 1797271562, 1797271560];884708908;residential;Boulevard Jean d'Amou;asphalt
884708908-2;[1797271560, 1797271554];884708908;residential;Boulevard Jean d'Amou;asphalt
884708908-3;[1797271554, 6212829707, 6212812024];884708908;residential;Boulevard Jean d'Amou;asphalt
884708908-4;[6212812024, 1797271544, 254935068];884708908;residential;Boulevard Jean d'Amou;asphalt
884708909-1;[254933412, 364415835];884708909;residential;Rue Daniel Argote;
884708909-2;[364415835, 717860610];884708909;residential;Rue Daniel Argote;
884708909-3;[717860610, 3486418078, 3486418074, 254951318];884708909;residential;Rue Daniel Argote;
884708910-1;[364416032, 1832191294, 9321104697];884708910;residential;Rue Général Bourbaki;asphalt
884708910-2;[9321104697, 6290776019];884708910;residential;Rue Général Bourbaki;asphalt
884708910-3;[6290776019, 8159285663, 254933013];884708910;residential;Rue Général Bourbaki;asphalt
884708911-1;[6290776022, 6290776021];884708911;residential;Rue Charles Floquet;asphalt
884708911-2;[6290776021, 6290776017];884708911;residential;Rue Charles Floquet;asphalt
884708911-3;[6290776017, 3150254907, 254933013];884708911;residential;Rue Charles Floquet;asphalt
884714691-1;[5487050067, 4014850129];884714691;residential;Rue Jules Labat;asphalt
884714691-2;[4014850129, 255402256, 1801850120];884714691;residential;Rue Jules Labat;asphalt
884719631;[254934189, 6290776022];884719631;residential;Rue Charles Floquet;asphalt
885170810;[1797141971, 2436291968];885170810;tertiary;Avenue de Pampelune;asphalt
885174774;[1806149100, 4014816160, 1806149136, 4014816159, 1806149097, 4014816151, 1806149111];885174774;tertiary;Allée des Platanes;asphalt
885174775-1;[1806149144, 1806149105, 1806149117, 1806149128, 1806149118];885174775;tertiary;Giratoire Marie-Thérèse Gambade;asphalt
885174775-2;[1806149118, 1806149096, 1806149130, 1806149133, 1806149110];885174775;tertiary;Giratoire Marie-Thérèse Gambade;asphalt
885174776;[578449624, 255402743];885174776;residential;Avenue du 11 Novembre 1918;asphalt
885174777-1;[3605927467, 4014835663];885174777;residential;Allée de la Poterne;asphalt
885174777-2;[4014835663, 7593050970];885174777;residential;Allée de la Poterne;asphalt
885174777-3;[7593050970, 3563710447];885174777;residential;Allée de la Poterne;asphalt
885217908;[1797141974, 2436291976, 7629117094];885217908;residential;Boulevard du Rempart Lachepaillet;asphalt
885217909;[4868369145, 6231013325, 7629117096];885217909;residential;Boulevard du Rempart Lachepaillet;asphalt
885217910;[255400676, 4868369145];885217910;residential;Boulevard du Rempart Lachepaillet;asphalt
885217911;[4868369148, 1797141971];885217911;tertiary;Avenue de Pampelune;asphalt
885217912-1;[364415029, 10929143686];885217912;pedestrian;Rue d'Espagne;paving_stones
885217912-2;[10929143686, 388386031];885217912;pedestrian;Rue d'Espagne;paving_stones
886414041;[8242420520, 8242420519, 8242416515, 8242420518, 8242416516, 8242420517];886414041;service;Place des Basques;asphalt
886419015;[388189793, 388382243];886419015;residential;Rue de Gramont;asphalt
886419016-1;[6043901027, 5487073229];886419016;residential;Rue de Gramont;
886419016-2;[5487073229, 388382247];886419016;residential;Rue de Gramont;
887822918;[8254491234, 8254491233, 8254491232, 8254491231, 8254491230, 8254491229, 8254491228, 8254491227];887822918;service;;
893087117;[3914842369, 2321308342, 8300441485];893087117;footway;;paving_stones
893087118-1;[8300441486, 1828784583];893087118;footway;;paving_stones
893087118-2;[1828784583, 8300441487];893087118;footway;;paving_stones
893087119;[8300441490, 7593174175];893087119;path;;paving_stones
893087120-1;[8992542932, 7770165934];893087120;footway;;asphalt
893087120-2;[7770165934, 8992557724];893087120;footway;;asphalt
893087121;[7593174175, 8300441486];893087121;path;;paving_stones
893615521-1;[1797177090, 1797177092];893615521;service;;asphalt
893615521-2;[1797177092, 1797177094, 10139345418, 1797177102, 10139342015];893615521;service;;asphalt
893615521-3;[10139342015, 4492378862, 10139342014, 10139345417];893615521;service;;asphalt
893615521-4;[10139345417, 1797177107];893615521;service;;asphalt
893615522-1;[1797177098, 8305294685, 1797177095, 8305294686, 8305294687, 1797177093];893615522;service;;asphalt
893615522-2;[1797177093, 1797177091];893615522;service;;asphalt
893615524-1;[254951185, 10142982585];893615524;service;;asphalt
893615524-2;[10142982585, 8305294690, 8305294691, 8305294692, 8305294693];893615524;service;;asphalt
893615524-3;[8305294693, 8305294694];893615524;service;;asphalt
893615524-4;[8305294694, 7352104714];893615524;service;;asphalt
893615525;[8305294693, 10142982589, 8305294699, 8305294698];893615525;service;;asphalt
907399111;[1797271546, 5464276898];907399111;pedestrian;Rue des Graouillats;asphalt
908325955;[1797215411, 2282791098];908325955;service;;asphalt
908325956;[1797215411, 1797215408];908325956;service;;
908368761;[8434579205, 8434579203, 8434579202, 8434579204];908368761;footway;;
908379374;[1888318077, 8434696330, 8434679706];908379374;service;;
908379375-1;[1888318089, 1888318074, 1888318077];908379375;service;;
908379375-2;[1888318077, 8434696331];908379375;service;;
908379375-3;[8434696331, 1888318081];908379375;service;;
908379376;[1888318081, 4109191340, 1806149145];908379376;service;;
908379377-1;[8434696336, 8434696337];908379377;service;;
908379377-2;[8434696337, 8434696335, 8434696334, 8434696333];908379377;service;;
908379378;[1888318088, 8434696337];908379378;service;;
908676929;[8437354708, 4320712916];908676929;footway;;
908676930;[8437354709, 4320712918];908676930;footway;;
908827206;[6753623800, 6753623797];908827206;residential;Rue René Cuzacq;asphalt
909688065;[1829836633, 1829836635, 1829836648, 1829836631, 3653092004, 1829836650];909688065;secondary;Giratoire Jean Jaurès;
909688066;[476283457, 2858096167, 2858096159, 2858096158, 4730998560, 6753623798, 476283458];909688066;residential;Giratoire Albert Thomas;asphalt
909688067;[476283455, 2858096166, 4730998558, 476283456];909688067;residential;Giratoire Albert Thomas;asphalt
909688068;[476283454, 2858096161, 2858096162, 476283455];909688068;residential;Giratoire Albert Thomas;asphalt
910010729;[1829836634, 1829836627, 1829836649, 1829836639, 1829836651];910010729;secondary;Giratoire Jean Jaurès;
910010730;[1829836650, 1829836637, 1829836647, 1829836641, 3653092002, 1829836634];910010730;secondary;Giratoire Jean Jaurès;
918469851;[3580226494, 8530243654];918469851;steps;;
918469852;[3918285669, 5602325237];918469852;footway;;
921446775;[254933412, 3415985382, 6753623788, 1830766523];921446775;residential;Rue Daniel Argote;
931145771;[3455324230, 10180877519];931145771;cycleway;Pont Charles Vaillant;
933009617;[6650044169, 9558378214, 9558378210, 6665264790];933009617;service;;
933009619-1;[8648547795, 9558410727];933009619;service;;
933009619-2;[9558410727, 6618899841];933009619;service;;
933009620;[8648547792, 9558378213, 9558378209];933009620;service;;
933009621;[8648547792, 8648547791, 9558378207, 8648547790, 8648547789];933009621;service;;
933009622;[8648547794, 9558378216, 9558378211];933009622;service;;
933009623;[8648547796, 9558378215, 9558378212, 8648547795];933009623;service;;
933010497-1;[863008412, 862918808, 862904065, 862973231, 863105741, 862999632, 862993422, 862892577, 862978338, 862908665, 862903585, 862899299, 863127194, 863108232, 862939162, 863042686, 863106231, 8648585533, 8648585532, 9204674079, 8648585531, 8648585530, 11283173245];933010497;pedestrian;;paving_stones
933010497-2;[11283173245, 8648585529, 8821341735, 8648585528, 8648585527];933010497;pedestrian;;paving_stones
933010497-3;[8648585527, 8648585526, 8648585525, 8648585524, 8648585523, 8648585522, 862901617, 862982961, 863067792, 9208042034, 862890265, 863035021, 862937035, 862993271, 862954876, 9208042035, 862993214, 863008412];933010497;pedestrian;;paving_stones
933272821;[8650865671, 8650865672];933272821;footway;;
933272822;[8650865673, 8650865672];933272822;steps;;
933276398-1;[578393996, 8650890976, 4466301029];933276398;residential;Rue Tombeloli;
933276398-2;[4466301029, 8650890977];933276398;residential;Rue Tombeloli;
933276399;[8650890977, 8951067645];933276399;service;Chemin du Fort;
934674127;[7197049183, 8662153939, 8662153940, 8662792104, 8662153941, 8662792103, 8662153942, 8662792105, 8662153943, 8662792106, 8662153944, 8662792107, 8662153945, 8662153946, 7197049184];934674127;footway;;
934674128;[8662153951, 7197049184];934674128;path;;
934674129-1;[7197062690, 8662153952, 8662792068];934674129;footway;;sett
934674129-2;[8662792068, 8662792066, 8662153953, 8662792067, 8662153954, 8663213535, 8662153955];934674129;footway;;sett
934674129-3;[8662153955, 8662792071, 8662153956, 8662153957, 8662792072, 8662153958, 8662792073];934674129;footway;;sett
934674130;[7197049165, 8662153948];934674130;steps;;
934674131-1;[8662792094, 8662792095, 8662792096, 8662792097, 8662792098, 8662153962];934674131;footway;;
934674131-2;[8662153962, 8662792089, 8662792088, 8662153964, 8662792086, 8662792091, 8662792087];934674131;footway;;
934674131-3;[8662792087, 8662792092, 8662792093, 8662792084, 8662792085, 8662792082, 8662153963, 8662792083, 8662792094];934674131;footway;;
934674132;[8662153970, 8662153971, 8662153972];934674132;footway;;sett
934674133;[8662792078, 8662153976, 8662153977, 8662153973];934674133;footway;;
934768016;[8662792068, 8662792069, 8663213536, 8662792070, 8662153955];934768016;footway;;
934768017;[8662153973, 8662792077, 7197049155, 8662792076, 7197049154, 7197049153];934768017;steps;;wood
934768018;[7197049156, 8662153973];934768018;footway;;
934768019;[8662153974, 8662153975, 8662792078];934768019;steps;;
934768020;[7197049169, 7197049168];934768020;footway;;
934768021;[7197049168, 8662792079, 7197049167, 8662792080];934768021;steps;;
934768022;[8662792087, 8662153965, 8662153966, 8662153967, 8662153968, 8662153969];934768022;footway;;sett
934768023;[7197049176, 8662153960, 8662792099, 8662153961, 8662792090, 8662153962];934768023;footway;;sett
934768025-1;[4938381833, 7197049171];934768025;footway;;
934768025-2;[7197049171, 7197049156];934768025;footway;;
934768025-3;[7197049156, 7197062692, 7197049161];934768025;footway;;
934768025-4;[7197049161, 7197062691, 7197062690];934768025;footway;;
934768025-5;[7197062690, 7197062689, 8662792065];934768025;footway;;
934768026;[8662792065, 7197062688];934768026;footway;;sett
934825020;[8662153948, 8663213534];934825020;footway;;
934825021;[8663213538, 8663213541, 8663213542, 8663213539];934825021;footway;;paving_stones
935461676;[8668978245, 8668978246];935461676;service;;asphalt
935466501;[1797177088, 5484526685];935466501;pedestrian;Chemin de Mousserolles;
935468250;[8669010163, 8669010162];935468250;footway;;
935468251-1;[8669010164, 8669010162];935468251;pedestrian;Chemin de Mousserolles;
935468251-2;[8669010162, 3585228475];935468251;pedestrian;Chemin de Mousserolles;
935469015-1;[8669019976, 11758865942];935469015;service;Parc de Stationnement de Mousserolles;
935469015-2;[11758865942, 8669019975];935469015;service;Parc de Stationnement de Mousserolles;
935469015-3;[8669019975, 8669010163];935469015;service;Parc de Stationnement de Mousserolles;
935471781;[8669023255, 8669023254, 8669023253, 8669023252];935471781;path;;gravel
935471782;[8669023257, 8669023256, 8669023255];935471782;steps;;
935471783;[2288482722, 8669023264, 8669023263, 8669023262, 8669023261, 8669023260, 8669023259, 8669023258, 8669023257];935471783;path;;gravel
935471784;[2288482722, 11758865939];935471784;footway;;
935475872;[7191486219, 2288482695, 7191486218, 7191486217, 2288482703];935475872;path;;asphalt
935475873;[7191486219, 8669094743, 8669094742];935475873;path;;ground
935475874;[2288482672, 2288482673];935475874;path;;
935475877;[2288482673, 8669094780, 8669094779, 8669094778, 8669094777, 8669094776, 8669094775, 8669094774, 8669094773, 8669094772, 8669094771, 11758865953, 5484528583];935475877;path;;ground
946103398;[8758462056, 3649039666];946103398;footway;;
946103399-1;[8758392701, 8758392700, 8758392699];946103399;service;;
946103399-2;[8758392699, 8758392698];946103399;service;;
946103402-1;[8758462021, 8758462020, 8758462019, 8758462018, 8758462017, 8758462091, 8758392716, 8758392715, 8758462092];946103402;footway;;asphalt
946103402-2;[8758462092, 8758392714, 8758392713, 8758392712, 8758392711, 8758392710, 8758392709, 8758392708, 8758392707, 8758392706, 8758392705, 8758392704];946103402;footway;;asphalt
946103403;[8758462021, 8758462025, 8758462024];946103403;footway;;asphalt
946103404;[8758462024, 8758462023, 8758462022, 8758462026];946103404;footway;;asphalt
946103405;[8758462029, 8758462028, 8758462027];946103405;footway;;asphalt
946103406-1;[8758462033, 8758462032];946103406;footway;;asphalt
946103406-2;[8758462032, 8758462026];946103406;footway;;asphalt
946103407;[8758462053, 8758462054];946103407;footway;;
946103408;[8758462055, 8758462056];946103408;footway;;
946103409-1;[8758462056, 940948208];946103409;footway;;
946103409-2;[940948208, 8758462057];946103409;footway;;
946103410;[8758462062, 8758462061, 8758462060, 8764031071];946103410;footway;;
946103411-1;[8758462062, 8758462044, 8758462043];946103411;footway;;asphalt
946103411-2;[8758462043, 8758462042, 8758462041, 8758462040, 8758392699];946103411;footway;;asphalt
946103411-3;[8758392699, 8758462039, 8758462038, 8758462037, 8758462036, 8758462029];946103411;footway;;asphalt
946103411-4;[8758462029, 8758462035, 8758462034, 8758462033];946103411;footway;;asphalt
946103413;[8758462072, 8758462071];946103413;footway;;asphalt
946103414-1;[8758462065, 8758462068, 8758462067];946103414;footway;;asphalt
946103414-2;[8758462067, 10180877502];946103414;footway;;asphalt
946103414-3;[10180877502, 8758462054];946103414;footway;;asphalt
946103415;[8758462071, 8758462070, 8758462069, 8758462066];946103415;footway;;asphalt
946103416-1;[8758462075, 8758462064, 8758462074, 8758462073];946103416;cycleway;;asphalt
946103416-2;[8758462073, 8758462072];946103416;cycleway;;asphalt
947784991;[840829607, 1887243107];947784991;residential;Quai Amiral Jaureguiberry;asphalt
949380974;[8789249273, 8789249272];949380974;service;;
949380975;[8789249274, 8789249273];949380975;service;;
949380976-1;[8789249275, 5763327582];949380976;service;;
949380976-2;[5763327582, 8789249274];949380976;service;;
949754618;[8792418551, 3563710441];949754618;unclassified;Avenue Maréchal de Lautrec;asphalt
949754619;[3563710447, 8231854551, 7593050974];949754619;residential;Allée de la Poterne;asphalt
957181965;[967747793, 8857283487, 8857283486];957181965;footway;Ruelle de la Flamande;
957181966;[8857283483, 8857283482, 8857283481, 8857283480];957181966;service;;
957181967-1;[8857283486, 8857283485, 8857283483];957181967;service;Ruelle de la Flamande;
957181967-2;[8857283483, 8857283484];957181967;service;Ruelle de la Flamande;
958641486;[848725713, 8870038272, 8870038271, 848725714, 5484528570, 848725715, 8869999327];958641486;footway;;asphalt
958645824;[8870053973, 848725722];958645824;footway;;asphalt
958653636;[8870115614, 8870131924];958653636;footway;;
958653637;[8870115613, 8870115614];958653637;steps;;
958653638;[8870115616, 8870131922];958653638;footway;;
958653639;[8870115615, 8870115616];958653639;steps;;
958653640;[8870131923, 8870115615];958653640;footway;;
958653641;[8870131925, 8870115613];958653641;footway;;
960758865;[4868366903, 4868366904, 8887883469];960758865;residential;Rue de l'Abesque;sett
967071981;[8254499981, 388314412];967071981;living_street;Rue Adolphe Thiers;concrete:plates
967071982;[255400851, 1887243139, 5484526635];967071982;tertiary;Rue Tour de Sault;asphalt
967071983-1;[840829607, 1887243121];967071983;service;Rue Tour de Sault;asphalt
967071983-2;[1887243121, 8947020815];967071983;service;Rue Tour de Sault;asphalt
967478422;[8950580251, 11149909291, 11149909293];967478422;footway;;
967532652;[8951067645, 578393993];967532652;path;Chemin du Fort;
969131646;[8967750083, 8967750082];969131646;footway;;
969131647;[8967750083, 8967750088];969131647;footway;;
969131648;[8967750086, 8967750083];969131648;footway;;
969131649-1;[8967750087, 8967750085, 6184740406];969131649;footway;;
969131649-2;[6184740406, 8967750084, 8967750089];969131649;footway;;
969131650;[8967750087, 8967750086];969131650;footway;;
969131651;[8967750089, 8967750088];969131651;footway;;
970701733;[8983896057, 6817486867];970701733;footway;;asphalt
970704674;[254920454, 8870131917];970704674;pedestrian;Quai Augustin Chaho;asphalt
970704675;[4868223520, 1887243196, 1887243200];970704675;pedestrian;Quai des Corsaires;paving_stones
971599640;[8992557724, 8300441490];971599640;footway;;paving_stones
971599643;[7770165935, 8992542932];971599643;footway;;asphalt
972160394;[8758462077, 8758462062];972160394;footway;;
972160395;[8758462076, 8758462077];972160395;cycleway;;asphalt
972160396;[8758462075, 8758462076];972160396;cycleway;;asphalt
977899305-1;[388382460, 388382465];977899305;pedestrian;Rue des Augustins;asphalt
977899305-2;[388382465, 4014816148];977899305;pedestrian;Rue des Augustins;asphalt
993400000;[9177730039, 9177730038];993400000;steps;;
993400001;[8758462057, 9177730040, 9177730037, 9177730039];993400001;footway;;
995916949-1;[269247916, 10169507243, 10169507248];995916949;footway;;concrete
995916949-2;[10169507248, 9196154760];995916949;footway;;concrete
995918864;[706302159, 257607801];995918864;living_street;Rue Marengo;asphalt
1010229554;[9321104698, 9321104697];1010229554;service;;
1010229555;[9321104699, 9321104698];1010229555;service;;
1010229556;[9321104700, 9321104699];1010229556;service;;
1010229558;[9321104705, 9321104704];1010229558;service;;
1022170098;[570056253, 8138561236];1022170098;residential;Rue Albert Thomas;asphalt
1022173267;[751512672, 5464276917, 3150255637, 10733895563, 254935706];1022173267;residential;Quai de Lesseps;asphalt
1022622927;[9431405567, 5781738099];1022622927;footway;;
1022642540;[5464276903, 570056323, 6167949114];1022642540;unclassified;Chemin de Saint-Étienne;asphalt
1032899622;[5487073240, 9516486139, 9516486138, 9516486137];1032899622;footway;;concrete
1044294910;[9609236401, 7003820158, 11283173247];1044294910;footway;;
1044294911;[9609236409, 9609236405, 9609236404, 9609236403, 9609236402, 9609236407];1044294911;footway;;asphalt
1044294912-1;[9609236412, 9609236410, 9609236409];1044294912;footway;;asphalt
1044294912-2;[9609236409, 9609236408, 9609236407];1044294912;footway;;asphalt
1044294912-3;[9609236407, 9609236406];1044294912;footway;;asphalt
1044294913-1;[9609236411, 9558410728];1044294913;footway;;
1044294913-2;[9558410728, 9609236412];1044294913;footway;;
1044294914-1;[9609236414, 11048400343];1044294914;footway;;
1044294914-2;[11048400343, 9609236401];1044294914;footway;;
1044294914-3;[9609236401, 9609236413, 9609236411];1044294914;footway;;
1044294915-1;[9609236415, 9558410727];1044294915;footway;;
1044294915-2;[9558410727, 9609236414];1044294915;footway;;
1044294916;[570751025, 6618923559];1044294916;footway;;asphalt
1044294917-1;[9609236416, 6650044171];1044294917;footway;;asphalt
1044294917-2;[6650044171, 8648585527];1044294917;footway;;asphalt
1046494408;[1888303655, 9623699569, 6335008528];1046494408;footway;;
1046494409;[1888303624, 9623699572, 9623699571, 7667113682];1046494409;footway;;
1052988744;[9676914056, 10137761500, 9676914057];1052988744;footway;;concrete
1052988745;[9676914057, 1801848709];1052988745;footway;;asphalt
